Size:20:20
Fill:0
AlphaFill:6
//layer,tileId,xPos,yPos,portalDirection
0,1,-1,4,SecondMap
0,1,20,4,WaterMap
0,2,3,13
0,2,3,14
0,2,3,15
0,2,4,15
0,2,4,14
0,2,4,13
0,2,5,13
0,2,5,15
0,1,6,14
0,1,7,14
0,1,7,13
0,1,7,12
0,1,7,10
0,1,7,11
0,1,7,9
0,1,7,8
0,1,0,4
0,1,1,4
0,1,2,4
0,1,3,4
0,1,4,4
0,1,5,4
0,1,6,4
0,1,7,4
0,1,7,5
0,1,7,6
0,1,7,7
0,1,19,4
0,1,18,4
0,1,17,4
0,1,16,4
0,1,15,4
0,1,14,4
0,1,13,4
0,1,11,4
0,1,12,4
0,1,9,4
0,1,10,4
0,1,8,4
0,3,0,5
0,3,1,5
0,3,6,5
0,3,3,8
0,3,9,6
0,3,11,9
0,3,14,6
0,3,15,5
0,3,6,3
0,3,12,2
0,3,2,1
0,3,9,1
0,3,9,13
0,3,13,14
0,3,17,12
0,3,11,18
0,3,5,18
0,3,1,14
0,2,5,14
1,5,4,12
1,5,5,12
1,5,3,12
1,5,2,12
1,5,2,13
1,5,2,14
1,5,2,15
1,5,2,16
1,5,3,16
1,5,4,16
1,5,5,16
1,5,6,16
1,5,6,15
1,5,6,12
1,5,6,13
1,6,6,11
1,6,6,10
1,6,6,8
1,6,6,9
1,6,6,7
1,9,6,6
1,10,7,15
1,9,7,16
1,9,19,3
1,4,14,16
1,4,15,16
1,4,15,17
1,4,16,17
1,4,16,16
1,4,17,16
1,4,17,17
1,4,16,15
1,4,17,15
1,4,15,15
1,4,16,14
1,4,17,14
1,9,13,18
1,4,14,17
2,8,5,13
2,8,4,13
2,8,4,14
2,8,5,15
2,8,4,15
2,8,3,15
2,8,3,14
2,8,3,13
2,8,5,14
2,8,6,14
